iter	Logloss
275	0.1565460567
276	0.1564310123
277	0.1563510785
278	0.1562385841
279	0.1561415512
280	0.1559966902
281	0.1559046758
282	0.1558538077
283	0.1554172161
284	0.1550861357
285	0.1548404318
286	0.1547223883
287	0.1546472298
288	0.1545103383
289	0.1544486085
290	0.1543666064
291	0.1543029149
292	0.1541781492
293	0.1540815413
294	0.1540106956
295	0.1539206315
296	0.1538651368
297	0.1537822261
298	0.1536433101
299	0.1535261709
300	0.1533628788
301	0.1532712241
302	0.1532021878
303	0.1531345595
304	0.1530557963
305	0.1529961151
306	0.1529311147
307	0.1528624464
308	0.1527354281
309	0.1526774019
310	0.1525912248
311	0.1524736203
312	0.1522679332
313	0.1521936533
314	0.1521019651
315	0.1520307616
316	0.151863753
317	0.1518012531
318	0.1516191174
319	0.1513522615
320	0.1511744459
321	0.1509998636
322	0.150838002
323	0.1507590872
324	0.1504054677
325	0.150364317
326	0.150262239
327	0.1501872939
328	0.1501039933
329	0.1500484439
330	0.149965284
331	0.1498881359
332	0.1498254731
333	0.1496420491
334	0.1495896621
335	0.1495188904
336	0.1494252282
337	0.1493499015
338	0.1492919794
339	0.1492637596
340	0.1492156599
341	0.149181328
342	0.1491440353
343	0.1490590259
344	0.1489527218
345	0.1489081952
346	0.1488231495
347	0.1487449707
348	0.1486723727
349	0.1485958084
350	0.1485383777
351	0.1484316812
352	0.1483916358
353	0.1483179481
354	0.1482833414
355	0.1482201859
356	0.1481509282
357	0.1481010458
358	0.1480018433
359	0.1479346214
360	0.1478917461
361	0.1478374327
362	0.1477526327
363	0.1476990684
364	0.1476607382
365	0.1476049889
366	0.1475608248
367	0.1474077842
368	0.1473594903
369	0.1471694788
370	0.1471104932
371	0.1470613243
372	0.1469995932
373	0.14695092
374	0.1468787828
375	0.1467908103
376	0.1467057507
377	0.1466176181
378	0.1465604173
379	0.1461813692
380	0.1460913682
381	0.1460474872
382	0.1459656095
383	0.1459134464
384	0.1458685159
385	0.1458171537
386	0.1457481996
387	0.1456991508
388	0.1456051193
389	0.1455577328
390	0.1454791791
391	0.1454520344
392	0.1452792015
393	0.1452473389
394	0.1452242882
395	0.1451421916
396	0.1450885017
397	0.1450377551
398	0.144981602
399	0.1449409324
400	0.1449134465
401	0.144834376
402	0.144759078
403	0.1446368516
404	0.1445838176
405	0.1445159323
406	0.144433928
407	0.1443593112
408	0.1442933108
409	0.1441484058
410	0.1440838286
411	0.1440161335
412	0.143978909
413	0.1439430706
414	0.1438879211
415	0.1438363667
416	0.1437760563
417	0.1437168598
418	0.1434766536
419	0.1434087725
420	0.1433380113
421	0.143276217
422	0.1432229992
423	0.1430190295
424	0.1429625196
425	0.1429170474
426	0.1428373599
427	0.1427987427
428	0.1426968632
429	0.1425658732
430	0.1424675776
431	0.1424040124
432	0.1423659237
433	0.1422809799
434	0.1421939845
435	0.1420224872
436	0.141941737
437	0.1418743251
438	0.1418081892
439	0.1417765917
440	0.1417387818
441	0.1416772816
442	0.1416282706
443	0.1415768177
444	0.1415187437
445	0.1414662782
446	0.1414184654
447	0.1413731202
448	0.1412527928
449	0.1412105891
450	0.1411559462
451	0.1409845553
452	0.1409144218
453	0.1408571259
454	0.1408073078
455	0.1407372686
456	0.1407042665
457	0.1406678273
458	0.1405961764
459	0.1405541918
460	0.1404996105
461	0.1404610776
462	0.1404149771
463	0.1403411738
464	0.140270488
465	0.1401309735
466	0.1400859074
467	0.1400525959
468	0.1399849524
469	0.1399072093
470	0.1398486481
471	0.1397968569
472	0.1397266601
473	0.1396558492
474	0.1395945193
475	0.1395458874
476	0.1394953917
477	0.1394872114
478	0.1394452693
479	0.1393749807
480	0.1393396498
481	0.1392393399
482	0.1391946344
483	0.139136803
484	0.1390843255
485	0.1390475084
486	0.1387700435
487	0.138625503
488	0.1385356492
489	0.1384047072
490	0.1383590404
491	0.1382301152
492	0.1382046838
493	0.1381695312
494	0.1381217123
495	0.1380705826
496	0.1380146329
497	0.1379655074
498	0.137912676
499	0.137867234
500	0.1378045849
501	0.1377521047
502	0.1377012165
503	0.1376228241
504	0.1375610006
505	0.1375440462
506	0.1375148887
507	0.137476236
508	0.1374421634
509	0.1372662129
510	0.1371932318
511	0.1371304691
512	0.1370878935
513	0.1369071409
514	0.1368788761
515	0.1368565497
516	0.1368139157
517	0.1367562345
518	0.1367213078
519	0.1366956756
520	0.13666681
521	0.1366305264
522	0.1365870293
523	0.136504196
524	0.1364636247
525	0.1364225689
526	0.1363558073
527	0.1363251745
528	0.1362736679
529	0.1362210647
530	0.1361130408
531	0.136044075
532	0.1360077737
533	0.1359491568
534	0.1358766889
535	0.1358557584
536	0.1358035592
537	0.1357510571
538	0.1356802188
539	0.1356322582
540	0.1355689669
541	0.1354735334
542	0.1353974002
543	0.1353569494
544	0.1353192784
545	0.1352827576
546	0.1352106128
547	0.1351690593
548	0.1350862264
549	0.1350300152
550	0.1349892222
551	0.1349513425
552	0.1349013306
553	0.1348562326
554	0.1348323043
555	0.1348003771
556	0.1347637806
557	0.1347533174
558	0.1346969629
559	0.1346441288
560	0.1345875514
561	0.1345622895
562	0.134514667
563	0.1344895124
564	0.1344404571
565	0.1343902418
566	0.1343241821
567	0.1342700739
568	0.1342221329
569	0.1342147207
570	0.1341903731
571	0.1341328614
572	0.134089157
573	0.1340396648
574	0.1339997478
575	0.133943682
576	0.1338907589
577	0.1338539164
578	0.13381749
579	0.1338052579
580	0.1337502692
581	0.1337307609
582	0.1336586757
583	0.1336138846
584	0.1335623999
585	0.1335212883
586	0.1334915438
587	0.1334609319
588	0.1334314703
589	0.1333987447
590	0.1333686428
591	0.1333055097
592	0.133276987
593	0.1332232804
594	0.1331230127
595	0.1330958242
596	0.1330244758
597	0.1329813127
598	0.1329298671
599	0.1328878975
600	0.1328514081
601	0.1327941522
602	0.1327667877
603	0.1327327415
604	0.1326972583
605	0.1326400569
606	0.1325733832
607	0.1325183771
608	0.1324780264
609	0.1324408731
610	0.1323927184
611	0.1322634991
612	0.132230579
613	0.1321834642
614	0.1321384942
615	0.1320945907
616	0.132068903
617	0.1320348894
618	0.1319699382
619	0.1319327578
620	0.1318933889
621	0.1318762169
622	0.1318184877
623	0.131804555
624	0.1317822453
625	0.1317598058
626	0.1317291604
627	0.1316859064
628	0.1316583432
629	0.1315988642
630	0.1315587554
631	0.1315231412
632	0.1314625297
633	0.1314351206
634	0.131378205
635	0.1313554456
636	0.1313244018
637	0.1312952418
638	0.1312910076
639	0.1312744818
640	0.1312056882
641	0.1311649951
642	0.1311122939
643	0.1310791653
644	0.1310767027
645	0.1310218581
646	0.1309678072
647	0.1309332401
648	0.1308676119
649	0.1308201015
650	0.1307657917
651	0.1307226676
652	0.1306885955
653	0.1306449442
654	0.1306210782
655	0.1305904337
656	0.1305262991
657	0.1305136507
658	0.1304962275
659	0.1304627763
660	0.1304351234
661	0.1303742411
662	0.1303359162
663	0.1303099607
664	0.1302775909
665	0.13023551
666	0.1301984149
667	0.1301136654
668	0.1300829459
669	0.130049079
670	0.1299879511
671	0.1299516178
672	0.1299231491
673	0.1298691325
674	0.1298073261
675	0.1297352236
676	0.1297065981
677	0.1296876165
678	0.1296242817
679	0.1295477785
680	0.1294903456
681	0.1293743977
682	0.1293435654
683	0.1293162493
684	0.1292965598
685	0.1292506285
686	0.1292212713
687	0.1291492596
688	0.1291281987
689	0.1290868891
690	0.1290399198
691	0.1290013861
692	0.128968867
693	0.1289225191
694	0.1288743558
695	0.1288515176
696	0.1288052407
697	0.1287217524
698	0.1286684126
699	0.1286325869
700	0.1285965381
701	0.1285644554
702	0.1285292715
703	0.1284836868
704	0.1284414843
705	0.1284176376
706	0.1283924648
707	0.1283376598
708	0.1283184226
709	0.1282248805
710	0.1281721141
711	0.1281179627
712	0.1280588425
713	0.1280080443
714	0.1279855038
715	0.1279606943
716	0.127935206
717	0.1278882502
718	0.1278456707
719	0.1278092137
720	0.1277604896
721	0.1277182329
722	0.1276935126
723	0.1276672291
724	0.1276402732
725	0.1276325163
726	0.127560361
727	0.1274725356
728	0.1274408143
729	0.1274157612
730	0.1273584282
731	0.1273179577
732	0.1272594935
733	0.1272105371
734	0.1271624583
735	0.1271554961
736	0.1271244586
737	0.1271009845
738	0.1270652294
739	0.1270328961
740	0.1269288472
741	0.1268642892
742	0.1268316726
743	0.1267983462
744	0.1267687621
745	0.1266786714
746	0.1266309447
747	0.1265031549
748	0.1264536863
749	0.1264027573
750	0.1263826286
751	0.126344473
752	0.1262656274
753	0.1261937593
754	0.1261457338
755	0.1261070442
756	0.1260701648
757	0.1260345536
758	0.1259565449
759	0.1259046493
760	0.1258735761
761	0.1258438258
762	0.1258156198
763	0.125784513
764	0.1257301733
765	0.1256783293
766	0.1256461329
767	0.1256072739
768	0.1255669209
769	0.1254798825
770	0.125462821
771	0.1254125084
772	0.1253705761
773	0.1253224581
774	0.1252945231
775	0.1252705225
776	0.1252299692
777	0.1252183736
778	0.1251971349
779	0.1251556245
780	0.1251116131
781	0.1250545141
782	0.1250234739
783	0.1249810011
784	0.1249568716
785	0.1249100138
786	0.1248696901
787	0.1248451606
788	0.1247949042
789	0.1247640441
790	0.1247355143
791	0.1246828492
792	0.124624617
793	0.1245840673
794	0.1245500192
795	0.1245008048
796	0.1244791325
797	0.1244352799
798	0.1244009927
799	0.1243701521
800	0.1243244901
801	0.1242821421
802	0.1242523611
803	0.1242014959
804	0.1241580134
805	0.1241122445
806	0.1240732588
807	0.1240391649
808	0.1240023023
809	0.1239864058
810	0.1239020634
811	0.1238589489
812	0.1238104873
813	0.1237705683
814	0.1237146824
815	0.1236734033
816	0.1236335755
817	0.123584114
818	0.1235268983
819	0.1234969007
820	0.1234417313
821	0.1234102158
822	0.1233600055
823	0.1233170414
824	0.1233022539
825	0.1232462226
826	0.1231958749
827	0.1231621831
828	0.1231185945
829	0.1230844169
830	0.1230424306
831	0.1230077847
832	0.1229900994
833	0.1229478289
834	0.1229333876
835	0.1229038654
836	0.1228735051
837	0.1228318457
838	0.1227976535
839	0.1227852262
840	0.1227425269
841	0.122549206
842	0.1225168458
843	0.1225054412
844	0.1224850697
845	0.1224584219
846	0.122442839
847	0.1224017833
848	0.1223699148
849	0.1222632371
850	0.1222146527
851	0.1221687548
852	0.1221323262
853	0.1221116218
854	0.1220711405
855	0.122031344
856	0.1219912829
857	0.1219487785
858	0.1219154782
859	0.1218563236
860	0.1218166426
861	0.1218024743
862	0.1217806936
863	0.1217476268
864	0.1217006273
865	0.1216826778
866	0.1216322482
867	0.1215923258
868	0.1215644627
869	0.1215528466
870	0.1215180074
871	0.1214801
872	0.1214173958
873	0.1213896053
874	0.1213569549
875	0.1213386162
876	0.1213170976
877	0.1212674357
878	0.1212362691
879	0.121219591
880	0.1211877368
881	0.121140763
882	0.1210871089
883	0.1210426889
884	0.1209940979
885	0.1209637805
886	0.120929141
887	0.1208907568
888	0.1208624487
889	0.1208225979
890	0.1207878998
891	0.1207462682
892	0.1207240119
893	0.1206870611
894	0.1206650421
895	0.1206055792
896	0.1205719103
897	0.1205361829
898	0.1205078296
899	0.1204652806
900	0.1204353181
901	0.1204122971
902	0.1203508086
903	0.1203121468
904	0.120272696
905	0.120227459
906	0.1201789519
907	0.1201421641
908	0.1200990534
909	0.1200733103
910	0.1200324254
911	0.1199820194
912	0.1199633946
913	0.1199327328
914	0.1198839498
915	0.1198425636
916	0.1197959181
917	0.1197508201
918	0.1197149531
919	0.1196743723
920	0.1196127394
921	0.1195788225
922	0.1195585595
923	0.1195333271
924	0.1194734726
925	0.1194350419
926	0.1193992352
927	0.1193807479
928	0.1193342569
929	0.1193011475
930	0.1192492962
931	0.1192179849
932	0.1191758475
933	0.1191285597
934	0.1191009981
935	0.1190222135
936	0.1189663654
937	0.1189496975
938	0.1189226755
939	0.1188743474
940	0.1188515626
941	0.1188104486
942	0.1187711015
943	0.1187385503
944	0.1187216083
945	0.1186973362
946	0.1186733473
947	0.1186512365
948	0.1186152533
949	0.1185720808
950	0.1185362898
951	0.1184989195
952	0.1184774485
953	0.1184232066
954	0.1184093419
955	0.1183817838
956	0.1183565228
957	0.1183229658
958	0.1183175232
959	0.1183008633
960	0.1182867856
961	0.1182589905
962	0.1182202486
963	0.1182076822
964	0.1181925888
965	0.118179684
966	0.1181451082
967	0.1181375616
968	0.1181114239
969	0.1180680847
970	0.1180341565
971	0.1180078659
972	0.1179583785
973	0.1179175211
974	0.1178674844
975	0.1178395774
976	0.1178253893
977	0.1178016532
978	0.1177645385
979	0.1177362226
980	0.11770092
981	0.1176521367
982	0.1175942727
983	0.1175735811
984	0.1175464539
985	0.1175145567
986	0.1174821935
987	0.1174643498
988	0.1174254247
989	0.1174036604
990	0.1173480964
991	0.1173118024
992	0.1172771239
993	0.1172297473
994	0.1171855048
995	0.1171509698
996	0.1171069008
997	0.1170773046
998	0.1170480653
999	0.1170101067
