NAMA DESA;IKS;IKE;IKL;IDM;Status
WANDOKI;0,64;0,3167;0,6;0,5189;1
WARBIADI;0,6057;0,3833;0,6;0,5297;1
WARKWANDI;0,6171;0,4667;0,6667;0,5835;1
WAROSER;0,6286;0,3167;0,6;0,5151;1
WATARIRI;0,6629;0,35;0,6;0,5376;1
ABRESO;0,5657;0,5;0,6667;0,5775;1
BAMAHA;0,5314;0,4167;0,6667;0,5383;1
HAMAWI;0,6171;0,3;0,6667;0,5279;1
HAMOR;0,5543;0,2833;0,6667;0,5014;1
KOBREY;0,6229;0,4167;0,6667;0,5687;1
MAMBREMA;0,5029;0,3333;0,6667;0,501;1
NUHUWEI;0,5771;0,2833;0,6;0,4868;0
SUSMOROF;0,48;0,3667;0,6;0,4822;0
TOBOU;0,64;0,2833;0,6667;0,53;1
WAMCEI;0,5257;0,3167;0,6667;0,503;1
YAMBOI;0,5486;0,2667;0,6;0,4717;0
KAPRUS;0,4743;0,25;0,6667;0,4637;0
REYOB;0,4114;0,3167;0,6;0,4427;0
SEIMEBA;0,3429;0,1833;0,5333;0,3532;0
YARMATUM;0,56;0,3167;0,4667;0,4478;0
AINOD;0,4686;0,25;0,6667;0,4617;0
AISYO;0,5543;0,2667;0,6;0,4737;0
BORI;0,4971;0,2;0,6667;0,4546;0
BORI TIMUR;0,5371;0,2667;0,6667;0,4902;0
FAITMAYAF;0,5829;0,3;0,6667;0,5165;1
FAITMAYAF BARAT;0,5486;0,3333;0,6667;0,5162;1
FAITSAWE;0,5086;0,3167;0,6667;0,4973;1
FRAWEBO;0,56;0,3167;0,6667;0,5144;1
FUTON;0,5029;0,3167;0,6667;0,4954;1
KOCUAS;0,5029;0,2667;0,6667;0,4787;0
KOCUAS UTARA;0,52;0,2833;0,6667;0,49;0
KOCUWER;0,5486;0,3167;0,6667;0,5106;1
KOCUWER SELATAN;0,4229;0,2;0,6667;0,4298;0
KOKAS;0,4971;0,2667;0,6667;0,4768;0
KUMURKEK BARAT;0,4971;0,3167;0,6667;0,4935;1
MARTAIM;0,4914;0,3167;0,6667;0,4916;1
SAMPIKA;0,5657;0,3167;0,6667;0,5163;1
SIKOF;0,5086;0,2167;0,6667;0,464;0
SUNEI;0,5371;0,2833;0,6667;0,4957;1
SUSUMUK;0,5314;0,25;0,9333;0,5716;1
TEHAHITE;0,4857;0,3167;0,6667;0,4897;0
WERJAYA;0,4514;0,2333;0,6667;0,4505;0
ASIAF SAMAN;0,5029;0,2833;0,6667;0,4843;0
AWET MAIN;0,56;0,4167;0,6667;0,5478;1
FUOG;0,5543;0,3333;0,6667;0,5181;1
FUOG SELATAN;0,4971;0,3;0,6667;0,4879;0
HORA IEK;0,5314;0,4;0,6667;0,5327;1
IMSUN;0,6;0,4;0,6667;0,5556;1
KAITANA;0,5029;0,3;0,6667;0,4898;0
KISOR;0,5771;0,35;0,6667;0,5313;1
KRUS;0,5771;0,4;0,6667;0,5479;1
ROMA;0,5371;0,3833;0,6667;0,529;1
SABAH;0,56;0,35;0,6667;0,5256;1
SAME RAKATOR;0,4971;0,3333;0,6667;0,499;1
SORRY;0,5886;0,35;0,6667;0,5351;1
TAHSIMARA;0,6057;0,3833;0,6667;0,5519;1
TOLAK;0,5429;0,3333;0,6667;0,5143;1
YEEK;0,5771;0,3833;0,6;0,5202;1
AIKRER;0,5429;0,3333;0,6667;0,5143;1
AISA;0,4971;0,2;0,6667;0,4546;0
AITREM;0,4686;0,2333;0,6667;0,4562;0
BUOH SA;0,44;0,1833;0,6667;0,43;0
SAHBUKU;0,48;0,3;0,6667;0,4822;0
SANEM;0,4229;0,2667;0,6667;0,4521;0
SASIOR FRABUKU;0,4686;0,2333;0,6667;0,4562;0
SAWIN;0,4686;0,3333;0,6667;0,4895;0
WAKOM;0,4743;0,2833;0,6667;0,4748;0
AIKINGGING;0,4914;0,2333;0,6667;0,4638;0
AIMAU;0,56;0,35;0,5333;0,4811;0
AINESRA;0,4514;0,3333;0,6667;0,4838;0
AISASIOR;0,4;0,2333;0,6667;0,4333;0
FRANEWAY;0,5543;0,3333;0,6667;0,5181;1
MESYAM;0,4743;0,2667;0,6667;0,4692;0
TIEFROMEN;0,44;0,4333;0,5333;0,4689;0
MAKIRI;0,3257;0,15;0,6;0,3586;0
SRUMATE;0,3829;0,15;0,6667;0,3998;0
WARBA;0,3543;0,15;0,6667;0,3903;0
WINUNI;0,4114;0,15;0,6667;0,4094;0
WOMBA;0,4;0,2;0,6667;0,4222;0
WORMU;0,4114;0,3;0,6667;0,4594;0
AIFAM;0,4057;0,2667;0,6667;0,4463;0
AIKUS;0,4343;0,2167;0,6667;0,4392;0
AIWESA;0,4571;0,2667;0,6667;0,4635;0
ASSEM;0,4571;0,2667;0,6667;0,4635;0
AYATA;0,4286;0,3;0,6667;0,4651;0
FAAN KAHRIO;0,3486;0,2667;0,6667;0,4273;0
FRAMBU;0,36;0,2167;0,6667;0,4144;0
KAMAT;0,5029;0,3;0,6667;0,4898;0
MUPAS;0,4514;0,3333;0,6667;0,4838;0
PITOR;0,3657;0,2167;0,6667;0,4163;0
SAUD;0,3429;0,2167;0,6667;0,4087;0
TIAM;0,4057;0,3;0,6667;0,4575;0
AYAWASI;0,5771;0,3167;0,6667;0,5202;1
AYAWASI SELATAN;0,5714;0,2667;0,6667;0,5016;1
AYAWASI TIMUR;0,5086;0,2667;0,6667;0,4806;0
FONATU;0,5029;0,3167;0,6667;0,4954;1
HAENKANES;0,4457;0,2833;0,6667;0,4652;0
HOWAIT;0,52;0,2667;0,6667;0,4844;0
IRATA;0,4914;0,2667;0,6667;0,4749;0
KONJA;0,5543;0,3333;0,6;0,4959;1
KONJA BARAT;0,48;0,2667;0,6667;0,4711;0
MAN;0,56;0,3667;0,6667;0,5311;1
MOSUN;0,48;0,3333;0,6667;0,4933;1
MOSUN TIMUR;0,5371;0,2833;0,6667;0,4957;1
MOSUN UTARA;0,5371;0,3;0,6;0,479;0
MOWES;0,5429;0,2833;0,6667;0,4976;1
NESET;0,5429;0,4667;0,6667;0,5587;1
RAHA;0,4629;0,2667;0,6667;0,4654;0
SUSAI;0,6114;0,3167;0,6667;0,5316;1
WAYANE;0,4743;0,3833;0,6667;0,5081;1
YARAT;0,5314;0,3;0,6667;0,4994;1
YARAT TIMUR;0,5314;0,3;0,6667;0,4994;1
AFKREM;0,4457;0,2833;0,6667;0,4652;0
AITINYO;0,4914;0,3;0,4667;0,4194;0
BOFAIT;0,4914;0,4167;0,6667;0,5249;1
IBASUF;0,4914;0,2667;0,6667;0,4749;0
IROHE;0,5086;0,3;0,6667;0,4917;1
IROHMRAR;0,4114;0,3;0,6667;0,4594;0
KAMRO;0,5257;0,3333;0,6;0,4863;0
KAMRO SELATAN;0,4514;0,3167;0,8667;0,5449;1
KARSU;0,4571;0,3167;0,6667;0,4802;0
KOROM;0,56;0,3;0,6667;0,5089;1
SIRA AYA;0,4229;0,3;0,6667;0,4632;0
SOWAI SAU;0,4857;0,3;0,7333;0,5063;1
SRIS;0,48;0,3833;0,6667;0,51;1
SUBIN;0,4686;0,2333;0,4667;0,3895;0
SUMANIS;0,4686;0,35;0,6;0,4729;0
TEHAK KECIL;0,5029;0,3;0,6667;0,4898;0
WIHO;0,3314;0,2833;0,6;0,4049;0
FATASE;0,6857;0,2667;0,6667;0,5397;1
FATEM;0,5257;0,2667;0,6667;0,4863;0
HASWEH;0,6457;0,35;0,6667;0,5541;1
HOSYO ATA;0,6057;0,35;0,6667;0,5408;1
HOSYO BANAH;0,5943;0,35;0,6667;0,537;1
KAMBUFATEM;0,6857;0,35;0,6667;0,5675;1
KAMBUFATEM UTARA;0,6571;0,35;0,6667;0,5579;1
SIYO;0,7714;0,35;0,6667;0,596;1
WAYBOMATAH;0,6229;0,3333;0,6667;0,541;1
FAITHOWES;0,4743;0,3;0,5333;0,4359;0
IKUF;0,6114;0,4;0,5333;0,5149;1
IKUF UTARA;0,5314;0,3833;0,5333;0,4827;0
ISIR;0,6;0,4667;0,5333;0,5333;1
JITMAU;0,6171;0,3833;0,4;0,4668;0
JITMAU TIMUR;0,5771;0,4667;0,6;0,5479;1
KAMBUSABO;0,4857;0,2333;0,6;0,4397;0
SARIMO;0,5086;0,2333;0,6;0,4473;0
SRIRTABAM;0,5371;0,3167;0,6;0,4846;0
YUMAME;0,5771;0,4333;0,6;0,5368;1
ASNAIF;0,5429;0,25;0,6667;0,4865;0
AWIT;0,5429;0,35;0,6667;0,5198;1
EROKWERO;0,5429;0,3833;0,6667;0,531;1
EWAY;0,56;0,3833;0,6667;0,5367;1
FRAMBOH;0,5486;0,2667;0,6667;0,494;1
IROH SOHSER;0,5029;0,3667;0,6667;0,5121;1
ITIGAH;0,4571;0,3667;0,6667;0,4968;1
SABUN;0,5143;0,3667;0,6667;0,5159;1
SIRA;0,5257;0,3667;0,6667;0,5197;1
SIRA TEE;0,5543;0,3667;0,6667;0,5292;1
TOHMRI;0,5086;0,3833;0,6667;0,5195;1
WAY 'U';0,4571;0,3833;0,6667;0,5024;1
WRAIT 'U';0,4914;0,35;0,6;0,4805;0
YAKSORO;0,5086;0,3833;0,6667;0,5195;1
ASMURUF TEE;0,5314;0,3;0,6;0,4771;0
ASMURUF U;0,5314;0,25;0,6667;0,4827;0
BAHWAT;0,4914;0,3333;0,6667;0,4971;1
FAN;0,5486;0,3667;0,8667;0,594;1
FATEGOMI;0,5886;0,5167;0,4667;0,524;1
FRAMAFIR;0,5086;0,3833;0,6667;0,5195;1
GOHSAMES;0,5943;0,2667;0,5333;0,4648;0
INTA;0,52;0,2833;0,5333;0,4456;0
MIRAFAAN;0,4457;0,3833;0,6667;0,4986;1
SUBRIT;0,4286;0,3667;0,6667;0,4873;0
TEHAK BESAR;0,5886;0,4667;0,6667;0,574;1
TEHAK TEE;0,4457;0,35;0,6667;0,4875;0
AFES;0,5714;0,3167;0,6667;0,5183;1
FRAHARO;0,6457;0,4;0,6667;0,5708;1
FRAMU;0,6171;0,2667;0,6667;0,5168;1
MEFKAJIM II;0,6;0,4;0,6667;0,5556;1
SMUSSWIOH;0,5886;0,3167;0,8667;0,5906;1
TUSO;0,5886;0,3167;0,6667;0,524;1
TWER;0,6629;0,3333;0,6667;0,5543;1
CHALIAT;0,4114;0,4333;0,6;0,4816;0
FANSE;0,6;0,3667;0,6667;0,5444;1
SEHU;0,5029;0,4;0,5333;0,4787;0
SFACKO;0,44;0,4;0,6667;0,5022;1
SFARAKA;0,5429;0,3833;0,6667;0,531;1
SIEN;0,5829;0,1833;0,6667;0,4776;0
SOROAN;0,5771;0,3667;0,6667;0,5368;1
TBO;0,6971;0,4667;0,6;0,5879;1
ADOH;0,5714;0,2667;0,6667;0,5016;1
ORAIN;0,5886;0,2333;0,6667;0,4962;1
ORSU;0,5314;0,2833;0,6667;0,4938;1
RAWAS;0,4743;0,35;0,6667;0,497;1
SEGIOR;0,7029;0,35;0,6667;0,5732;1
SOAN;0,5543;0,3;0,6667;0,507;1
SOSIAN;0,5143;0,2333;0,6667;0,4714;0
TEMEL;0,56;0,25;0,6667;0,4922;1
WARBO;0,4914;0,2667;0,6667;0,4749;0
WOMAN;0,56;0,4167;0,6;0,5256;1
HAWIOH;0,56;0,3667;0,6;0,5089;1
KANISABAR;0,5943;0,3;0,6;0,4981;1
KOMA KOMA;0,5486;0,2333;0,6;0,4606;0
LEMAUK KLIT;0,5486;0,2333;0,6;0,4606;0
SAGRIM;0,5257;0,2333;0,6;0,453;0
SANEH;0,5429;0,2667;0,6;0,4698;0
SAUF;0,5429;0,2667;0,6;0,4698;0
SEMBARO;0,5486;0,2333;0,6;0,4606;0
SFARARE;0,56;0,2333;0,6;0,4644;0
SIMIYAH;0,5657;0,2333;0,6;0,4663;0
ARUS;0,6229;0,4167;0,6667;0,5687;1
ASSES;0,5829;0,3833;0,8;0,5887;1
FAIT NIGRE;0,5829;0,3667;0,6667;0,5387;1
FAITSIMAR;0,5886;0,4667;0,6667;0,574;1
ISNUM;0,5314;0,35;0,6;0,4938;1
KOFAIT;0,4857;0,3167;0,6;0,4675;0
SUFU;0,5714;0,4;0,6;0,5238;1
BAWY;0,5314;0,3167;0,6667;0,5049;1
FIANE;0,6743;0,45;0,4667;0,5303;1
HUFIOH;0,5371;0,4;0,6;0,5124;1
KARTAPURA;0,5886;0,45;0,6667;0,5684;1
MEN;0,5486;0,3333;0,6667;0,5162;1
RINDU;0,4971;0,3;0,6667;0,4879;0
SEMU;0,5829;0,3667;0,7333;0,561;1
TUT;0,5257;0,3667;0,5333;0,4752;0
YOHWER;0,5429;0,4333;0,6;0,5254;1
FAITMAJIN;0,4857;0,3333;0,4;0,4063;0
FAITSIUR;0,52;0,35;0,6667;0,5122;1
HUBERITA;0,6229;0,5167;0,4667;0,5354;1
INSAS;0,5086;0,3833;0,6667;0,5195;1
ISMAYO;0,5371;0,45;0,6;0,529;1
KAMBUAYA;0,5314;0,5167;0,6667;0,5716;1
KEYUM;0,5371;0,45;0,6667;0,5513;1
SEFAYIT;0,5657;0,3;0,6667;0,5108;1
FAITWOSUR/ANGKASA PURA;0,5086;0,3;0,6667;0,4917;1
ISUSU;0,5771;0,3167;0,6667;0,5202;1
KAMBUIFA;0,6686;0,35;0,5333;0,5173;1
KAMBUSKATO;0,56;0,3667;0,6667;0,5311;1
KAMBUSKATO UTARA;0,5543;0,3;0,6667;0,507;1
MANO;0,5371;0,3167;0,6667;0,5068;1
SIPAT;0,4629;0,3;0,6667;0,4765;0
ARNE;0,5543;0,3667;0,6667;0,5292;1
ARNE TIMUR;0,5257;0,3667;0,6667;0,5197;1
AUS TIWIT;0,5886;0,3667;0,6667;0,5406;1
HOHOYOR;0,6057;0,4;0,6667;0,5575;1
JOHAFAH;0,5314;0,4667;0,6667;0,5549;1
KARETUBUN;0,5086;0,4167;0,6667;0,5306;1
KFAA;0,5371;0,4333;0,6667;0,5457;1
NAUWITA;0,5886;0,2833;0,6667;0,5129;1
SERMA;0,4971;0,3167;0,6667;0,4935;1
SETTA;0,5486;0,35;0,6667;0,5217;1
YUBIAH;0,5086;0,3667;0,6;0,4917;1
YUKASE;0,6171;0,3667;0,6667;0,5502;1
FRABO;0,5371;0,4333;0,6667;0,5457;1
KARFA;0,6;0,4667;0,6667;0,5778;1
KONA;0,5486;0,4;0,6667;0,5384;1
KOSAH;0,5143;0,3667;0,6;0,4937;1
MAPURA;0,5486;0,45;0,6667;0,5551;1
SUWIAM;0,5771;0,3833;0,6;0,5202;1
TOMASE;0,5257;0,4;0,6667;0,5308;1
BAKRABI;0,4457;0,3167;0,7333;0,4986;1
KOMBIF;0,44;0,3;0,6667;0,4689;0
MAHOS;0,4514;0,3;0,6;0,4505;0
NAFASI;0,3943;0,2833;0,6667;0,4481;0
RUFASES;0,4057;0,2833;0,6667;0,4519;0
SAWO;0,44;0,2833;0,6;0,4411;0
SEYA;0,48;0,3;0,6667;0,4822;0
SUSWA;0,4686;0,3;0,6;0,4562;0
WABAN;0,44;0,2833;0,6;0,4411;0
FASE;0,3714;0,3667;0,6667;0,4683;0
KURASO;0,4914;0,2333;0,6667;0,4638;0
OSOM;0,48;0,2833;0,6667;0,4767;0
RENIS;0,4514;0,35;0,6667;0,4894;0
SABES;0,4343;0,3167;0,6667;0,4725;0
SENI;0,48;0,25;0,6;0,4433;0
SIDI;0,4114;0,2333;0,6667;0,4371;0
SIRE;0,4971;0,3;0,6667;0,4879;0
SIRE TIMUR;0,4857;0,2333;0,6667;0,4619;0
AYAUBEY;0,4743;0,25;0,6667;0,4637;0
HUNGKU;0,4743;0,3167;0,6667;0,4859;0
IGEMBAI;0,6114;0,4667;0,6667;0,5816;1
IMBAI;0,5314;0,55;0,6;0,5605;1
IRAIWERI;0,5543;0,2333;0,6667;0,4848;0
MENTUBEY;0,4629;0,3;0,6667;0,4765;0
PAMAHA;0,4914;0,2833;0,6667;0,4805;0
SRUBEY;0,48;0,3167;0,6667;0,4878;0
SUSI;0,5029;0,3;0,6667;0,4898;0
SUTEIBEY;0,4971;0,3;0,6667;0,4879;0
TESTEGA PAMAHA;0,4971;0,2833;0,6667;0,4824;0
ULLONG;0,4571;0,3167;0,6667;0,4802;0
UPER;0,4743;0,3167;0,6667;0,4859;0
ITKAU;0,4229;0,2667;0,6667;0,4521;0
KROBUT;0,48;0,3;0,6667;0,4822;0
NGISROW;0,4343;0,3;0,6667;0,467;0
SAKUMI;0,4571;0,2;0,6667;0,4413;0
SIBIOGUD;0,4857;0,3;0,6667;0,4841;0
SISRANG;0,4229;0,2333;0,6667;0,441;0
TOMBROK;0,5029;0,3;0,6667;0,4898;0
TUBYAM;0,4114;0,2667;0,6;0,426;0
AIGA;0,4857;0,2667;0,6667;0,473;0
BIGWAIMUD;0,5029;0,3;0,6;0,4676;0
BINGGRAYUD;0,4571;0,2167;0,6667;0,4468;0
CATUBOUW;0,4686;0,3167;0,6667;0,484;0
COIJUT;0,4457;0,2667;0,6667;0,4597;0
IDEMAI;0,4629;0,2833;0,6;0,4487;0
IJIGREG;0,3657;0,2333;0,6667;0,4219;0
IMANDRIGO;0,4743;0,2833;0,6667;0,4748;0
JIM;0,44;0,2833;0,6667;0,4633;0
KAUNGWAM;0,5657;0,3167;0,6667;0,5163;1
MANGGESUK;0,3371;0,2333;0,6667;0,4124;0
MIEYCOMTI;0,3943;0,2167;0,6667;0,4259;0
MIHIJ;0,3657;0,25;0,6667;0,4275;0
MIHOU;0,5086;0,2833;0,6667;0,4862;0
MINMO;0,3771;0,2167;0,6667;0,4202;0
NDABOUW;0,4286;0,2167;0,6667;0,4373;0
SLOMIOU;0,3886;0,2167;0,6667;0,424;0
SOUDIN;0,3886;0,25;0,6667;0,4351;0
SUGEMEH;0,4;0,2167;0,6;0,4056;0
TIMTOUW;0,4114;0,25;0,6;0,4205;0
UNTI;0,4286;0,2833;0,6;0,4373;0
CIGERA;0,3943;0,25;0,6667;0,437;0
CIRNOHU;0,4229;0,25;0,6667;0,4465;0
DANMOU;0,4171;0,25;0,6667;0,4446;0
DEMDAMEI;0,4;0,1833;0,6667;0,4167;0
DIBETIK;0,4514;0,2833;0,6667;0,4671;0
DISRA;0,4057;0,25;0,6667;0,4408;0
DUGRIMOG;0,4457;0,25;0,6667;0,4541;0
GEDEIRA;0,4571;0,25;0,6667;0,4579;0
IRANMEBA;0,5086;0,2833;0,6667;0,4862;0
KUSMENAU;0,4286;0,25;0,6667;0,4484;0
MISEDA;0,4229;0,2833;0,6667;0,4576;0
SIRGEMEH;0,4686;0,2833;0,6667;0,4729;0
SNEREMER;0,3943;0,2167;0,6;0,4037;0
TOMSTIR;0,4629;0,25;0,6667;0,4598;0
ARYON;0,3943;0,25;0,6667;0,437;0
CANGOISI;0,4229;0,2167;0,6667;0,4354;0
DEMUNTI;0,4514;0,25;0,6667;0,456;0
GUEIPIMBAI;0,4057;0,2667;0,6667;0,4463;0
GUWEI UTI;0,4171;0,25;0,6667;0,4446;0
HAKTIEBOU;0,3543;0,2167;0,6667;0,4125;0
HUMEISI;0,3657;0,2167;0,6667;0,4163;0
IKIMABOU;0,4629;0,1833;0,6;0,4154;0
KISAP;0,48;0,2833;0,6667;0,4767;0
KWAIYEHEP;0,3943;0,2167;0,6;0,4037;0
KWOK DUA;0,4;0,2333;0,6667;0,4333;0
KWOK SATU;0,3771;0,25;0,6667;0,4313;0
LIEHAK;0,3543;0,2167;0,6667;0,4125;0
MANGGOT;0,4629;0,25;0,6667;0,4598;0
MBEGAU;0,4457;0,3;0,6667;0,4708;0
MBRANDE;0,44;0,2833;0,6667;0,4633;0
MINYEIMEMUD;0,4286;0,2333;0,6667;0,4429;0
MONUT;0,4057;0,2833;0,6667;0,4519;0
NGIMOUBRI;0,44;0,3333;0,6667;0,48;0
NTAP;0,4743;0,25;0,6;0,4414;0
NUNGKIMOR;0,4571;0,25;0,6667;0,4579;0
PENIBUT;0,4286;0,2167;0,6667;0,4373;0
PUNGGUNG;0,4171;0,25;0,6667;0,4446;0
SOPNYAI;0,48;0,2833;0,6;0,4544;0
TIGAUCOMTI;0,3943;0,2333;0,6667;0,4314;0
TINGWOIKIOU;0,4229;0,25;0,6;0,4243;0
TUMBEIBEHEI;0,4229;0,25;0,6667;0,4465;0
UMCEP;0,4;0,2333;0,6667;0,4333;0
URWONG;0,4571;0,2167;0,6667;0,4468;0
IMBEISBA;0,4971;0,3167;0,6;0,4713;0
INYEBUOW;0,5429;0,3167;0,6667;0,5087;1
KONEY;0,4343;0,2833;0,6667;0,4614;0
MEMBEY;0,4857;0,3167;0,6667;0,4897;0
MEMTI;0,5029;0,2833;0,6667;0,4843;0
USTI;0,4629;0,2833;0,6667;0,471;0
ADUER;0,4743;0,25;0,6;0,4414;0
ANDANG;0,5029;0,3;0,6667;0,4898;0
ANGGRA;0,4914;0,3;0,6667;0,486;0
APUL;0,4514;0,3167;0,6667;0,4783;0
AWAIBEHEL;0,4286;0,3167;0,6;0,4484;0
AYAU;0,4629;0,3167;0,6667;0,4821;0
BINGWOYUT;0,4629;0,2667;0,6667;0,4654;0
COISI;0,5029;0,2333;0,6;0,4454;0
DEMAISI;0,4914;0,3167;0,6;0,4694;0
DRIYE;0,4857;0,2167;0,6667;0,4563;0
HANDUK;0,5429;0,25;0,6;0,4643;0
IMBENTI;0,5543;0,25;0,5333;0,4459;0
IMBONGGUN;0,5371;0,25;0,6;0,4624;0
IMBREKTI;0,4514;0,25;0,6;0,4338;0
INDABRI;0,52;0,35;0,6;0,49;0
INGGRAMHIM;0,4571;0,2333;0,6667;0,4524;0
INJUAR;0,5143;0,2167;0,6667;0,4659;0
IPINGOSI;0,3886;0,2833;0,6667;0,4462;0
MAINDA;0,4686;0,1833;0,6667;0,4395;0
MBINGMA;0,4686;0,25;0,6667;0,4617;0
MEMANGKER;0,4457;0,2167;0,6667;0,443;0
MICADIWOR;0,4857;0,2833;0,6667;0,4786;0
MICONTI;0,4457;0,1833;0,6667;0,4319;0
MINYAMBOUW;0,56;0,2833;0,6667;0,5033;1
MISANGOISI;0,4457;0,2833;0,6667;0,4652;0
MITIEDE;0,4914;0,2167;0,6667;0,4583;0
NIMBIAU;0,52;0,2167;0,6667;0,4678;0
NINSIMOI;0,4114;0,3167;0,6667;0,4649;0
PINYAUSI;0,4229;0,2833;0,6667;0,4576;0
SIGIM;0,4686;0,2833;0,6667;0,4729;0
SIMERBEI;0,4857;0,2833;0,6667;0,4786;0
SINALTOUSI;0,4229;0,2833;0,6667;0,4576;0
SMANGGEI;0,4743;0,2167;0,6667;0,4525;0
UGJEHEG;0,4514;0,2167;0,6;0,4227;0
UMPUG;0,5029;0,2833;0,6667;0,4843;0
UNGGA;0,56;0,2833;0,6;0,4811;0
WAMMINDA;0,4914;0,2167;0,6667;0,4583;0
ANUK;0,48;0,3;0,6667;0,4822;0
DUGAHANI;0,4457;0,2833;0,6667;0,4652;0
INYAUB;0,4857;0,3;0,6667;0,4841;0
KOBREY;0,4971;0,2833;0,6667;0,4824;0
KOPO;0,4914;0,3;0,6667;0,486;0
KOSTERA;0,48;0,35;0,6;0,4767;0
MENESRIJ;0,4229;0,1833;0,6;0,4021;0
SAUGEMEBA;0,5371;0,3;0,6667;0,5013;1
SUNGEDES;0,4857;0,3333;0,6;0,473;0
SURUREY;0,4971;0,3;0,6667;0,4879;0
TOMSTERA;0,4743;0,2833;0,6;0,4525;0
TUHUBEA;0,3429;0,1833;0,6667;0,3976;0
ANSUM;0,4686;0,2333;0,6667;0,4562;0
AWIGAU;0,4857;0,3167;0,6667;0,4897;0
DEUROHU;0,4914;0,2667;0,6667;0,4749;0
DISURA;0,4629;0,2667;0,6667;0,4654;0
GENYU;0,4914;0,2667;0,6667;0,4749;0
HORETA;0,4571;0,25;0,6667;0,4579;0
IRBOS;0,4914;0,3;0,6667;0,486;0
SISKEDOWO;0,5029;0,3;0,6667;0,4898;0
TAIGE;0,5371;0,2667;0,6667;0,4902;0
TRIDAGA;0,4629;0,2667;0,6667;0,4654;0
UBEISA;0,4629;0,2667;0,6667;0,4654;0
ASAI DUA;0,3886;0,1833;0,6667;0,4129;0
DEMUORA;0,3543;0,2833;0,6667;0,4348;0
DUMBREY;0,3829;0,1833;0,6667;0,411;0
IBA;0,3829;0,2167;0,6667;0,4221;0
JIGJA;0,4229;0,2833;0,6667;0,4576;0
MEIDOGDA;0,4114;0,1833;0,6667;0,4205;0
MEIFEKENI;0,4343;0,3167;0,6667;0,4725;0
MEIFOKEDA;0,4343;0,2167;0,6667;0,4392;0
MEIFOWOSKA;0,4514;0,2167;0,6667;0,4449;0
MEIGEHENAWU;0,3429;0,2167;0,6667;0,4087;0
MEIJUGJIJIGJA;0,3429;0,25;0,6667;0,4198;0
MEIMERSA;0,3886;0,2833;0,6667;0,4462;0
MEKSI;0,4343;0,2167;0,6667;0,4392;0
MORUMFEYI;0,4171;0,2167;0,6667;0,4335;0
TESTEGA;0,4343;0,2833;0,6667;0,4614;0
AIMO;0,6229;0,4;0,6;0,541;1
MAIBO;0,5314;0,4333;0,6667;0,5438;1
MALASAUM;0,5771;0,45;0,6667;0,5646;1
BAGUN;0,5029;0,2167;0,6667;0,4621;0
BRATMAWE;0,48;0,2167;0,6667;0,4544;0
DISFRA;0,5314;0,2167;0,5333;0,4271;0
KLAKWONRIT;0,4686;0,2167;0,6;0,4284;0
KLAMOMIS;0,4343;0,2167;0,6667;0,4392;0
KLAWOM;0,4514;0,2167;0,6667;0,4449;0
KLAWON;0,4743;0,2167;0,6667;0,4525;0
MLAMLI;0,4743;0,2167;0,6667;0,4525;0
MODE;0,4914;0,2167;0,6667;0,4583;0
ARMOIN;0,4286;0,2167;0,6667;0,4373;0
KAAS;0,4229;0,2167;0,6667;0,4354;0
KLABRA;0,4343;0,1833;0,6667;0,4281;0
KLAMAK;0,4343;0,1833;0,6667;0,4281;0
KLARION;0,4571;0,1833;0,6667;0,4357;0
KMAFO;0,4286;0,2167;0,6667;0,4373;0
MIDLAL;0,4457;0,2167;0,6667;0,443;0
MUMPI;0,4286;0,2167;0,6667;0,4373;0
SERSELION;0,44;0,25;0,6667;0,4522;0
SERSELION BARU;0,4457;0,25;0,6667;0,4541;0
SORAIN;0,4286;0,2833;0,6667;0,4595;0
WANURIAN;0,4343;0,1833;0,6667;0,4281;0
WENSI;0,3886;0,2167;0,6667;0,424;0
KLAFLUK;0,2914;0,1833;0,6667;0,3805;0
KLAYASTANI;0,3029;0,1833;0,6667;0,3843;0
MAMSIT;0,2914;0,1833;0,6667;0,3805;0
SABAKE;0,3086;0,1833;0,6667;0,3862;0
BUK;0,5029;0,3;0,6667;0,4898;0
KLAHEN;0,6114;0,2667;0,6667;0,5149;1
KLAIS;0,5143;0,25;0,6667;0,477;0
MIMPE;0,3943;0,2167;0,6667;0,4259;0
MLAKHAN;0,4571;0,3;0,6667;0,4746;0
MOOS;0,5429;0,2667;0,6667;0,4921;1
TIKLEN;0,4629;0,2667;0,6667;0,4654;0
BRIANLO;0,4857;0,3333;0,6667;0,4952;1
DAIS;0,48;0,3333;0,6;0,4711;0
FLOYI;0,4514;0,3333;0,6;0,4616;0
HOBARD;0,5943;0,3667;0,6;0,5203;1
KLASELT;0,4571;0,25;0,6;0,4357;0
SELOL;0,4971;0,2667;0,6667;0,4768;0
SFADON;0,4629;0,2667;0,5333;0,421;0
INDIWI;0,5543;0,3333;0,6667;0,5181;1
KANOLO;0,6171;0,4333;0,6667;0,5724;1
KLABOT;0,6286;0,3667;0,6667;0,554;1
MLASFA;0,6571;0,4;0,6667;0,5746;1
MLAT;0,6914;0,3667;0,6667;0,5749;1
MLAWES;0,7143;0,3167;0,6;0,5437;1
SOMIR;0,7371;0,4333;0,6;0,5902;1
WARKTI;0,68;0,3833;0,6667;0,5767;1
